visit_id,bromeliad_id,dataset_id,dataset_name,species,actual_water,max_water,longest_leaf,num_leaf,height,diameter,extended_diameter,leaf_width,catchment_diameter,catchment_height_cm,catchment_diameter_cm,tank_height_cm,plant_area,plant_area_m2,is_consec,min_det,max_det,obs_or_fit,total_detritus,predicted_water,max_water_combined,max_water_from_24_volume,max_water_estimated,original_id,collection_date,plant_height_cm,spider,average_ph,canopy_height_m,elevation_m,number_bromeliads_on_tree,number_of_bromeliads_in_3m_radius,sampling_day,utme,utmn,habitat,green_leaves,ammonium_umol_per_l,chlorophyll_a_ug_per_l,dissolved_organic_carbon_mgc_per_l,inorganic_carbon_mgc_per_l,nitrate_umol_per_l,ph,phosphate_umol_per_l,total_organic_carbon_mgC_per_l,turbidity_ntu,water_coloration_per_m,water_temperature_c,air_temperature_c,canopy_openess_chr,ant,horizontal_leaves_percentage,incident_radiation_above_ground_percentage,number_of_epiphytes_in_ant_garden,number_of_wells,reservoir_diameter_cm,reservoir_height_cm,vertical_leaves_percentage,bacteria_per_ml,virus_per_ml,bacterial_abundance_cell_per_ml,incident_radiation_percentage,core_diameter_cm,light_canopy_access_0_10,precipitation_access_0_10,total_bromeliads_within_2m_radius,total_leaf_weight_g,blade_width_cm,cobertura_cm2,oxygen_mg_lt,sheath_length_cm,temperature_c,ant_nest,canopy_openess,host_tree_label,no_brom_3m_cumulative,no_brom_host_tree,substrate,oxygen_mgperl,canopy_height,elevation,total_bromeliads_on_same_tree,canopy_cover,Canopy openess,num_wells,open.canopy
41,5136,51,Pitilla1997,Vriesea_sp,580,580,56,21,NA,NA,80,9.5,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,fit_obs,7.740723549499657,NA,580,NA,observed,97_16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
41,5141,51,Pitilla1997,Vriesea_sp,23,29,36,8,NA,NA,40,5.5,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,fit_obs,1.0057594317340153,NA,29,NA,observed,97_17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
41,5146,51,Pitilla1997,Vriesea_sp,250,450,74,23,NA,NA,110,10,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,fit_obs,30.709810259358395,NA,450,NA,observed,97_18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
41,5151,51,Pitilla1997,Guzmania_sp,4,21,62,11,NA,NA,111,5.5,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,fit_obs,4.230039383763834,NA,21,NA,observed,97_19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
41,5156,51,Pitilla1997,Guzmania_sp,0,12,66,13,NA,NA,108,6.3,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,fit_obs,4.268043136032934,NA,12,NA,observed,97_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
41,5161,51,Pitilla1997,Guzmania_sp,7,15,32,11,NA,NA,46,3.1,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,fit_obs,2.849337446635177,NA,15,NA,observed,97_21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
41,5166,51,Pitilla1997,Vriesea_sp,930,950,75,30,NA,NA,108,9.4,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,fit_obs,69.50110235513162,NA,950,NA,observed,97_22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
41,5171,51,Pitilla1997,Vriesea_sp,1480,1530,80,36,NA,NA,126,12,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,fit_obs,134.55211030603843,NA,1530,NA,observed,97_23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
41,5176,51,Pitilla1997,Vriesea_sp,325,550,48,30,NA,NA,71,6.8,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,fit_obs,15.11342548112682,NA,550,NA,observed,97_24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
41,5181,51,Pitilla1997,Guzmania_sp,9,86,78,20,NA,NA,130,5.3,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,fit_obs,10.96235577353852,NA,86,NA,observed,97_25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
46,336,56,Pitilla2000,Guzmania_sp,108,138,31.5,38,3,39,44,4.5,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,obs,10.9356,NA,138,NA,observed,00-1,2000-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
46,341,56,Pitilla2000,Guzmania_sp,89,280,63.5,25,0,84,102,7,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,obs,55.3272,NA,280,NA,observed,00-2,2000-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
46,346,56,Pitilla2000,Guzmania_sp,106,378,53,35,3,71.25,72,7.1,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,obs,18.6812,NA,378,NA,observed,00-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
46,351,56,Pitilla2000,Guzmania_sp,5,24,29,21,18,33,38,4.7,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,obs,1.8432000000000002,NA,24,NA,observed,00-4,2000-10-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
46,356,56,Pitilla2000,Vriesea_sp,75,114,29,44,1,31.5,38,5,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,obs,4.0132,NA,114,NA,observed,00-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
46,361,56,Pitilla2000,Guzmania_sp,154,280,49,39,2,74,79,5.5,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,obs,15.8064,NA,280,NA,observed,00-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
46,366,56,Pitilla2000,Vriesea_sp,360,516,98,31,1,109.5,157,8.6,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,obs,70.6084,NA,516,NA,observed,00-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
46,371,56,Pitilla2000,Guzmania_sp,94,124,43,36,2,60.5,68,4.8,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,obs,8.8832,NA,124,NA,observed,00-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
46,376,56,Pitilla2000,Guzmania_sp,1,51,51.7,13,2,48,71,5.7,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,obs,11.2668,NA,51,NA,observed,00-9,2000-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
46,381,56,Pitilla2000,Guzmania_sp,4,20,49,8,0,41,70,5,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,obs,0.7792,NA,20,NA,observed,00-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
46,386,56,Pitilla2000,Guzmania_sp,18,74,69,25,0.5,69.5,124,5.7,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,obs,35.6288,NA,74,NA,observed,00-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
51,391,56,Pitilla2000,Vriesea_sp,51,198,49.5,16,11,45,68,6.7,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,obs,13.3292,NA,198,NA,observed,00-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
51,396,56,Pitilla2000,Vriesea_sp,0.5,37,20,32,15.6,NA,30,3.5,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,obs,1.817167,NA,37,NA,observed,00-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
51,401,56,Pitilla2000,Guzmania_sp,2,55,40,23,16,43.5,59,4.5,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,obs,9.219199999999999,NA,55,NA,observed,00-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
51,406,56,Pitilla2000,Vriesea_sp,17,64,22.5,29,13,NA,33.5,4.6,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,obs,9.2452,NA,64,NA,observed,00-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
51,411,56,Pitilla2000,Vriesea_sp,11,100,32,36,17,NA,38.5,4.6,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,obs,9.5892,NA,100,NA,observed,00-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
51,416,56,Pitilla2000,Vriesea_sp,3,97,26.5,44,14,28,43,5.35,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,obs,7.9844,NA,97,NA,observed,00-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
51,421,56,Pitilla2000,Guzmania_sp,162,358,51.3,33,11,48.5,69.5,7.5,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,obs,17.8072,NA,358,NA,observed,00-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
51,426,56,Pitilla2000,Vriesea_sp,180,591,48.5,42,13.2,NA,73.5,6.6,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,obs,77.0828,NA,591,NA,observed,00-34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
51,431,56,Pitilla2000,Vriesea_sp,15,92,43.5,15,14.1,NA,60,6,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,obs,13.3139,NA,92,NA,observed,00-42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
56,436,61,Pitilla2002,Vriesea_sanguinolenta,1024,1270,89.5,24,NA,NA,154,11.5,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,fit_obs,67.7224848218826,NA,1270,NA,observed,02_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
56,441,61,Pitilla2002,Vriesea_sanguinolenta,102,250,42.5,22,NA,NA,70,8.2,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,fit_obs,8.39522692092366,NA,250,NA,observed,02_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
56,446,61,Pitilla2002,Vriesea_sanguinolenta,86,298,46.5,15,NA,NA,67.9,9.2,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,fit_obs,6.666338179585319,NA,298,NA,observed,02_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
